vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,car_name_freq
10,57000,26.2,998,58.2,5,220000,717
7,233000,25.1,1498,98.6,5,500000,757
9,29512,16.8,1497,116.3,5,380000,757
7,100000,23.4,1248,74.0,5,450000,890
6,39000,18.9,1197,82.0,5,410000,580
11,41000,20.54,1598,103.6,5,285000,247
6,42000,23.95,998,67.05,5,285000,778
5,50000,21.7,1498,98.96,5,650000,374
11,42000,16.0,1198,90.0,5,280000,175
9,80000,19.81,1086,68.05,5,210000,410
6,60000,20.51,998,67.04,5,310000,717
11,50000,12.6,1798,161.6,5,375000,93
6,30337,17.1,1591,121.3,5,569000,492
3,39000,22.54,1396,88.73,5,625000,906
14,40000,17.92,1086,62.1,5,95000,139
4,40000,24.3,1248,88.5,5,810000,295
3,40000,13.68,2393,147.51,7,1875000,545
5,19000,27.3,1498,98.6,5,490000,175
5,75000,24.3,1248,88.5,5,825000,295
5,48000,23.9,1582,126.2,5,650000,492
3,40000,27.28,1047,69.0,5,350000,145
6,103000,28.09,1248,88.5,5,530000,346
3,15797,25.5,1498,98.6,5,825000,101
4,115000,23.0,1498,98.96,5,650000,374
2,30000,14.1,2179,153.86,7,1270000,100
3,31000,24.3,1248,88.5,5,849000,295
8,47277,25.8,1498,98.6,5,399000,362
5,28963,28.09,1248,88.5,5,600000,346
4,31000,20.85,1197,83.14,5,650000,890
16,29957,18.9,998,67.1,5,150000,717
5,44160,24.52,1248,88.5,7,670000,343
9,55000,19.3,1248,73.9,5,325000,890
6,51000,19.0,1199,88.7,5,560000,175
5,23211,20.85,1197,83.14,5,535000,890
6,23569,16.2,1199,74.0,5,425000,373
7,95000,22.7,1498,89.84,5,425000,374
4,15000,23.01,999,67.0,5,350000,306
5,37902,18.9,1197,82.0,5,450000,580
9,90000,20.77,1248,88.8,7,520000,343
12,120000,12.05,2179,120.0,7,400000,273
6,69000,33.54,998,67.04,5,350000,717
10,58519,19.81,1086,68.05,5,260000,410
6,65000,19.67,1582,126.2,5,849000,336
6,59706,15.1,2179,140.0,7,875000,330
5,50000,21.19,1396,88.73,5,550000,906
3,30000,19.0,1194,94.68,5,630000,33
4,40000,17.84,1395,147.51,5,3100000,99
4,11448,17.0,1497,121.36,5,700000,374
4,31031,25.5,1498,98.6,5,725000,101
4,40813,18.9,1197,81.86,5,450000,580
9,37300,18.9,998,67.1,5,275000,717
6,47000,20.14,1498,88.8,5,450000,373
13,46252,17.7,1497,78.0,5,225000,757
2,35000,24.0,1186,73.97,5,575000,580
3,5000,24.7,796,47.3,5,300000,778
7,33000,19.1,1197,85.8,5,395000,890
5,52000,22.54,1396,88.73,5,625000,906
9,55000,16.8,1497,116.3,5,379000,757
9,76000,22.9,1248,74.0,5,425000,781
8,90000,23.4,1248,74.0,5,370000,890
4,25000,25.83,1498,99.0,5,615000,65
9,60000,19.3,1248,73.9,5,370000,890
8,37000,16.09,1995,184.0,5,2375000,23
3,34000,28.4,1248,74.0,5,725000,781
8,18000,15.37,1196,73.0,7,225000,125
11,60000,20.36,1197,78.9,5,190000,410
5,64000,22.54,1396,88.73,5,535000,906
3,57350,25.83,1498,99.0,5,659000,65
9,46100,20.36,1197,78.9,5,270000,410
5,85000,15.97,2993,258.0,5,3600000,25
6,25000,20.85,1197,83.14,5,460000,890
6,30000,24.0,1120,70.0,5,335000,580
9,21000,19.7,796,46.3,5,140000,778
2,30000,23.95,998,67.05,5,350000,778
3,25000,24.7,796,47.3,5,255000,778
5,42000,24.52,1248,88.5,7,699000,343
10,120000,18.9,998,67.1,5,192000,717
7,61000,20.0,1399,68.05,5,420000,271
2,17000,21.5,1497,108.5,5,715000,85
15,64000,21.79,998,67.05,5,120000,717
1,1500,15.8,1591,121.3,5,955000,336
2,15000,15.8,1591,121.3,5,1200000,336
13,60000,16.1,1298,88.2,5,190000,781
2,40000,24.2,1498,93.87,7,950000,343
4,21696,22.7,799,53.64,5,290000,75
13,25000,17.92,1086,62.1,5,119000,139
8,67000,14.59,1493,113.42,5,575000,50
3,40000,20.5,1582,126.2,5,1295000,336
6,57900,12.99,2494,100.0,7,900000,545
9,70000,17.0,1197,80.0,5,300000,906
4,58000,13.0,1591,121.3,5,1175000,336
9,66100,22.9,1248,74.0,5,275000,781
15,179000,12.8,2494,102.0,8,590000,545
5,55000,18.16,1196,86.8,5,460000,65
8,90000,22.32,1582,126.3,5,530000,492
4,41394,17.0,1197,80.0,5,640000,906
7,27027,23.1,998,67.04,5,370000,237
8,58000,22.07,1199,73.9,5,460000,373
9,76154,19.7,796,46.3,5,275000,778
7,75875,14.0,2179,138.1,7,525000,100
15,120000,18.9,998,67.1,5,80000,717
3,5000,18.15,1198,82.0,6,419000,66
11,50111,16.2,1493,110.0,5,199000,492
9,60000,20.36,1197,78.9,5,300000,410
6,49000,26.59,1248,74.0,5,470000,890
3,10000,23.01,999,67.0,5,380000,306
6,22000,22.74,796,47.3,5,249000,778
2,30000,17.8,1496,105.5,5,950000,17
12,57720,17.0,1497,118.0,5,280000,757
2,30000,18.6,1197,81.86,5,635000,906
4,10000,23.84,1199,84.0,5,425000,145
5,40000,20.85,1197,83.14,5,500000,890
13,74000,17.92,1086,62.1,5,150000,139
6,90000,22.77,1498,98.59,5,565000,374
5,70000,26.59,1248,74.0,5,570000,890
12,57000,19.81,1086,68.05,5,180000,410
4,62320,28.09,1248,88.5,5,675000,346
6,45000,24.7,796,47.3,5,265000,778
4,57000,17.6,2179,153.86,7,1200000,41
4,80000,27.39,1248,74.0,5,520000,364
10,46541,17.43,1396,105.5,5,169000,492
9,56468,20.36,1197,78.9,5,268000,410
5,12000,13.2,1995,170.0,5,2300000,152
5,34000,17.21,1197,103.5,5,650000,373
2,2000,19.5,1199,88.76,5,650000,362
6,15000,19.2,1086,68.05,5,420000,410
5,66240,13.68,2393,147.8,7,1675000,545
10,80000,17.5,1197,85.8,5,221000,890
12,70521,13.45,1086,62.1,5,175000,139
5,55000,17.8,1497,117.3,5,624000,757
2,10000,21.4,1197,83.1,5,850000,364
11,50000,18.5,1197,80.0,5,245000,906
5,103000,25.8,1498,98.6,5,525000,362
3,40000,21.19,1396,88.76,5,630000,906
6,90000,21.38,1396,88.7,5,750000,336
8,80000,15.1,2179,140.0,7,700000,330
4,28000,24.7,796,47.3,5,340000,778
4,83000,24.4,1499,98.96,5,650000,271
5,80000,16.0,2179,140.0,7,1090000,330
5,32000,18.15,1198,82.0,6,385000,66
11,43221,12.99,2494,100.6,7,840000,545
5,16000,19.67,1582,126.2,5,851000,336
9,106600,18.6,1197,85.8,5,300000,781
6,89000,25.2,1248,74.0,5,565000,781
3,7245,18.9,1197,81.86,5,425000,580
3,9600,19.83,1198,67.0,7,650000,85
2,5000,15.1,2179,152.87,7,1550000,330
5,29289,22.74,796,47.3,5,239000,778
2,27000,22.0,1197,81.8,5,550000,890
11,77000,12.8,2494,102.0,8,520000,545
8,38132,18.88,1995,184.0,5,1399000,152
12,59000,24.0,1120,70.0,5,210000,580
2,20000,20.3,1086,68.0,5,480000,139
3,50000,22.7,799,53.64,5,250000,75
8,145495,23.4,1248,74.0,5,550000,890
2,36000,18.9,1197,81.86,5,525000,580
2,12600,16.2,1199,74.0,5,625000,373
6,120000,26.59,1248,74.0,5,450000,890
5,130130,25.2,1248,74.0,5,400000,781
8,120000,20.45,1461,83.8,5,340000,218
4,9500,22.7,799,53.0,5,300000,75
4,70000,26.59,1248,74.0,5,590000,890
6,120000,14.0,2179,138.1,7,620000,100
1,8001,15.37,1196,73.0,5,425000,125
7,79000,20.77,1248,88.8,7,610000,343
6,60000,15.1,2179,140.0,7,660000,330
4,48148,18.6,1197,85.8,5,520000,781
11,25000,18.9,998,67.1,5,190000,717
5,41200,18.6,1199,88.76,5,349000,362
5,5000,15.37,1196,73.0,5,308000,125
5,34000,25.1,1498,98.6,5,629000,757
6,57000,26.59,1248,74.0,5,525000,890
4,34000,20.73,1373,91.1,5,795000,346
7,72536,17.0,1197,80.0,5,480000,906
6,15000,20.73,1373,91.1,5,610000,346
6,30000,20.85,1197,83.14,5,420000,890
8,44000,20.54,1598,103.6,5,365000,247
3,70000,13.68,2393,147.8,7,1850000,545
5,24000,15.29,1591,121.3,5,750000,336
9,90000,20.77,1248,88.76,7,350000,343
9,38452,20.36,1197,78.9,5,219000,410
8,34000,21.9,1396,88.76,5,325000,906
9,66001,22.9,1248,74.0,5,275000,781
13,28640,18.9,998,67.1,5,166000,717
14,175000,12.8,2494,102.0,8,600000,545
3,30000,16.5,1493,70.0,7,750000,211
5,50000,21.4,1197,83.1,5,575000,364
3,36000,23.0,1498,98.96,5,825000,374
4,40100,20.68,1995,188.0,5,2499000,54
10,66692,17.0,1197,80.0,5,310000,906
5,8230,20.92,998,67.1,5,270000,778
5,35000,25.17,799,53.3,5,244000,306
7,120000,23.4,1248,74.0,5,440000,890
6,66500,19.67,1582,126.2,5,750000,336
3,30000,19.0,1194,94.68,5,630000,33
4,7000,23.95,998,67.05,5,300000,778
9,60000,26.2,998,58.2,5,215000,717
9,25000,19.1,1197,85.8,5,540000,890
1,2000,20.0,1497,115.0,5,800000,15
8,58000,23.4,1248,74.0,5,420000,890
4,38963,21.63,998,67.04,5,425000,237
6,30000,20.63,1198,67.0,5,276000,85
3,63001,23.8,1499,98.97,5,600000,33
4,40000,19.62,1998,192.0,5,2499000,54
7,57351,22.9,1248,74.0,5,450000,781
8,69000,17.2,1968,138.1,5,649000,93
6,132000,12.55,2982,168.5,7,1600000,187
3,9450,20.51,998,67.0,5,412000,717
5,20000,15.4,1997,120.0,7,879000,273
5,78051,20.85,1197,83.14,5,625000,890
2,19000,13.0,1591,121.3,5,1075000,336
7,46000,18.0,1198,86.7,5,480000,362
9,90000,20.77,1248,88.76,7,450000,343
10,70000,21.9,1396,90.0,5,200000,906
5,35887,23.1,998,67.04,5,390000,237
11,68000,16.0,1198,90.0,5,230000,175
7,32000,23.1,998,67.04,5,425000,237
7,59000,20.14,1498,88.5,5,490000,373
3,33000,22.0,1582,126.2,5,1090000,492
9,12000,18.9,998,67.1,5,265000,717
4,70000,23.01,999,67.0,5,345000,306
6,35000,17.4,1497,117.6,5,600000,757
7,40000,20.51,998,67.04,5,300000,717
4,44000,16.55,2498,105.0,6,699000,62
6,43000,15.04,1598,103.2,5,489000,247
3,30000,18.9,1197,81.86,5,525000,580
3,9605,19.83,1198,67.0,7,530000,85
16,123374,11.2,2497,203.0,5,421000,125
4,195000,17.01,1582,126.2,5,1100000,336
9,120000,12.55,2982,168.5,7,1400000,187
15,82000,13.5,1799,130.0,5,89000,59
7,78409,16.5,1499,110.0,5,560000,374
2,25000,21.5,1497,108.5,5,750000,85
11,80000,20.36,1197,78.9,5,160000,410
4,80000,17.8,1198,86.7,5,440000,362
3,33100,21.4,1197,83.1,5,515000,364
10,50000,15.74,1591,121.3,5,450000,492
2,5000,23.95,998,67.05,5,420000,778
8,51000,17.68,1968,174.33,5,1750000,64
4,15000,18.9,1197,82.0,5,550000,580
5,37000,18.16,1196,86.8,5,380000,65
12,34402,19.81,1086,68.05,5,240000,410
14,42125,17.3,1061,57.5,5,120000,717
9,60000,12.55,2982,168.5,7,1400000,187
3,21400,23.01,999,67.0,5,365000,306
4,30000,18.9,1197,81.86,5,575000,580
3,36951,24.7,1498,98.63,5,780000,362
5,50000,19.3,1248,73.9,5,525000,890
5,50000,19.67,1582,126.2,5,750000,336
6,40000,19.81,1086,68.05,5,325000,410
9,50000,18.88,1995,184.0,5,1200000,152
6,32000,20.71,799,53.26,5,245000,306
7,100000,17.4,1497,117.3,5,600000,757
4,44000,19.02,1198,67.05,5,255000,85
6,64907,19.67,1582,126.2,5,800000,336
6,66983,17.4,1497,117.3,5,550000,757
10,38256,15.6,1196,70.0,5,220000,271
4,30000,11.36,2755,171.5,7,1900000,545
6,120000,15.96,2523,63.0,9,473000,211
2,5000,25.17,799,53.3,5,375000,306
4,23228,17.43,1396,105.5,5,625000,492
10,16300,19.7,796,46.3,5,168000,778
4,50000,21.13,1498,108.6,5,850000,182
6,7830,20.51,998,67.04,5,354000,717
2,18000,17.3,1497,121.0,7,1025000,24
11,180000,17.0,1497,118.0,5,400000,757
2,10000,28.4,1248,74.02,5,755000,890
11,50000,16.8,1497,118.0,5,310000,757
5,65000,17.19,1197,81.86,5,545000,906
4,52000,16.3,1956,170.0,5,1549000,39
3,36000,18.06,2523,63.0,7,745000,62
5,60000,23.95,998,67.05,5,270000,778
6,35000,17.8,1497,117.3,5,570000,757
14,53000,18.9,1061,67.0,5,121000,717
8,33135,18.5,1197,80.0,5,325000,906
11,7000,15.37,1196,73.0,7,230000,125
13,110000,19.7,796,46.3,5,85000,778
5,55555,17.0,1497,118.0,5,590000,757
3,48000,24.0,1186,73.97,5,625000,580
2,15000,24.7,796,47.3,5,310000,778
11,29000,19.7,796,46.3,5,150000,778
6,42715,18.9,1197,82.0,5,410000,580
4,67238,28.09,1248,88.5,5,675000,346
5,100000,22.54,1396,88.73,5,550000,906
4,35000,18.15,1198,82.0,6,450000,66
7,65238,22.7,1498,89.84,5,600000,374
5,37000,19.12,1373,91.1,5,550000,346
6,25000,22.54,1396,88.73,5,525000,906
4,17000,25.17,799,53.3,5,300000,306
9,115000,20.0,1399,68.0,5,350000,271
5,35000,26.59,1248,74.0,5,600000,890
3,6345,16.36,2179,140.0,7,1425000,273
6,60000,18.6,1197,81.83,5,500000,906
9,74357,17.0,1197,80.0,5,470000,906
3,25000,17.19,1197,81.86,5,600000,906
5,65000,25.32,1198,77.0,6,345000,66
4,100000,28.4,1248,74.0,5,580000,781
8,23000,16.47,1198,73.9,5,350000,373
3,47000,21.5,1497,108.5,5,680000,85
5,27000,17.43,1396,105.5,5,550000,492
3,18000,23.0,1498,98.96,5,1050000,374
1,5000,17.0,1198,108.5,5,750000,85
7,54000,22.7,1498,89.84,5,520000,374
4,51430,19.87,1461,83.8,5,625000,218
4,36000,17.5,1199,88.7,5,625000,101
5,60000,18.6,1197,81.83,5,515000,906
9,35000,20.36,1197,78.9,5,245000,410
2,9000,18.0,1497,117.6,5,1150000,757
4,60000,12.83,2179,147.5,7,3800000,51
1,3800,20.7,1197,81.86,5,600000,580
4,40000,26.6,998,58.16,5,330000,717
4,20914,23.01,999,67.0,5,340000,306
3,45455,18.9,998,67.1,5,425000,717
3,70000,18.1,1199,88.7,5,620000,362
3,20000,20.89,1197,81.8,5,570000,73
14,46000,19.7,796,46.3,5,110000,778
8,15000,16.8,1497,116.3,5,470000,757
5,20000,17.19,1197,81.86,5,540000,906
2,28600,23.7,1396,88.7,5,1050000,58
6,90000,20.51,998,67.04,5,300000,717
2,25000,13.68,2393,147.8,8,1950000,545
2,30000,20.28,1462,103.25,5,960000,346
6,90000,20.51,998,67.04,5,400000,717
2,15000,28.4,1248,74.02,5,757000,890
5,30000,19.81,1086,68.05,5,325000,410
6,45000,25.1,1498,98.6,5,575000,757
4,50000,23.84,1199,84.0,5,400000,145
5,13000,22.7,799,53.64,5,285000,75
6,40346,16.47,1198,74.0,5,400000,373
6,40000,13.1,1798,157.75,5,895000,93
2,18500,17.0,1497,121.31,5,950000,374
5,18000,20.73,1373,91.1,5,525000,346
10,70000,16.1,1197,85.0,5,240000,781
5,62000,18.6,1197,81.83,5,500000,906
9,200000,13.6,2523,63.0,8,400000,211
4,18000,18.9,1197,81.86,5,460000,580
5,63554,20.51,998,67.04,5,350000,717
14,55756,19.81,1086,68.05,5,200000,410
2,21860,23.84,1199,84.48,5,425000,145
3,20000,23.84,1199,84.0,5,440000,145
3,40000,28.4,1248,74.02,5,740000,890
7,10000,13.0,2143,201.1,5,3600000,125
10,17728,18.5,1197,80.0,5,215000,906
7,60000,28.4,1248,74.0,5,475000,781
10,54263,20.0,1399,68.0,5,225000,271
9,130000,15.1,2179,140.0,7,850000,330
13,89346,17.92,1086,63.0,5,100000,139
2,40000,24.3,1248,88.5,5,900000,295
5,110000,25.2,1248,74.0,5,500000,781
3,4200,17.0,1198,108.5,5,755000,85
6,40000,23.95,998,67.05,5,325000,778
3,30000,20.51,998,67.04,5,425000,717
4,50000,14.1,2179,147.94,7,890000,100
14,80000,12.0,2092,127.0,7,70000,100
8,36000,18.5,1197,82.9,5,324000,906
10,29000,19.7,796,46.3,5,180000,778
4,90000,22.0,1197,81.8,5,450000,781
3,18000,20.85,1197,83.14,5,650000,890
10,146781,12.8,2494,102.0,7,610000,545
3,32000,14.62,1999,149.92,5,1199000,50
3,20000,24.7,796,47.3,5,322000,778
3,64000,24.3,1248,88.5,5,790000,295
5,36000,18.15,1198,82.0,5,400000,66
3,30000,22.0,1197,81.8,5,550000,781
3,25000,21.4,1197,83.1,5,700000,364
2,11840,17.0,1197,110.0,5,1190000,15
1,5000,17.5,1199,88.7,5,925000,101
7,8000,9.26,3498,306.0,4,4200000,9
8,38600,20.92,998,67.1,5,229000,778
5,20234,15.8,1591,121.3,5,925000,336
6,80000,15.4,1997,120.0,7,900000,273
6,85000,19.67,1582,126.2,5,860000,336
11,20000,18.9,998,67.1,5,350000,717
6,100000,26.59,1248,74.0,5,500000,890
6,720000,22.7,1498,89.84,5,675000,374
6,26000,20.85,1197,83.14,5,475000,890
6,40000,15.4,2523,75.0,9,800000,273
2,30000,23.01,999,67.0,5,350000,306
7,30000,17.4,1497,117.3,5,625000,757
10,180000,14.8,1799,130.2,5,350000,59
9,31000,19.81,1086,68.05,5,252000,410
6,80000,25.1,1498,98.6,5,600000,757
2,2000,19.59,1995,184.0,5,4300000,152
3,15000,21.63,998,67.0,5,400000,237
7,37604,20.92,998,67.1,5,300000,778
7,50000,15.37,1196,73.0,7,250000,125
8,42000,22.32,1582,126.32,5,415000,492
8,130000,12.05,2179,120.0,8,550000,273
4,35000,18.5,1197,82.85,5,545000,906
2,15000,13.68,2393,147.8,8,1570000,545
6,48000,26.0,1498,98.6,5,650000,757
9,140000,13.0,2987,265.0,5,2550000,125
9,100000,15.96,2523,62.1,7,360000,211
4,52000,13.0,2143,204.0,5,2950000,125
5,50000,15.37,1196,73.0,7,350000,125
7,90000,21.76,1995,188.0,5,2025000,152
3,5972,21.7,1498,98.96,5,975000,374
6,51000,17.4,1497,117.3,5,550000,757
6,170000,15.96,2523,62.1,7,520000,211
4,12000,18.6,1197,81.83,5,775000,906
7,50000,22.74,796,47.3,5,210000,778
5,120000,15.96,2523,63.0,9,520000,211
8,80000,20.45,1461,83.8,5,380000,218
7,110000,26.0,1498,98.6,5,600000,757
6,63000,20.45,1461,83.8,5,550000,218
4,71000,13.68,2393,147.8,7,1575000,545
6,70000,12.07,2967,241.4,7,2900000,23
3,82000,19.67,1582,126.2,5,1135000,336
9,47000,23.4,1248,74.0,5,371000,890
4,32455,23.84,1199,84.0,5,400000,145
6,72000,19.67,1582,126.2,5,950000,336
2,15000,22.0,1197,81.8,5,710000,781
19,110000,13.0,1493,100.0,5,50000,757
5,50000,23.95,998,67.05,5,276000,778
4,20000,17.0,1198,108.5,5,550000,85
11,85000,13.6,2523,63.0,7,330000,211
7,70000,20.51,998,67.04,5,400000,717
2,13000,16.2,1199,74.0,5,480000,373
13,64022,17.92,1086,62.1,5,180000,139
4,110000,22.54,1396,88.73,5,670000,906
2,30000,23.95,998,67.05,5,363000,778
7,78000,26.21,1248,88.5,5,625000,346
5,58800,13.6,2523,63.0,7,585000,211
5,70000,25.83,1498,99.0,5,400000,271
5,10487,18.6,1197,81.83,5,449000,906
7,349000,21.14,1498,103.52,5,349000,182
8,100000,15.4,2179,120.0,8,650000,273
4,40000,14.24,2755,174.5,7,3000000,187
8,100000,19.01,1461,108.45,5,325000,218
9,45000,17.0,1197,80.0,5,380000,906
4,50000,28.4,1248,74.02,5,740000,890
4,39000,24.3,1248,88.5,5,880000,295
3,40000,16.36,2179,140.0,7,1200000,273
3,50000,19.0,1194,94.68,5,625000,33
4,8600,20.89,1197,81.8,5,600000,73
5,35000,18.16,1196,86.8,5,500000,271
5,48000,16.5,1499,110.0,5,699000,374
8,55000,25.47,1248,88.5,7,710000,343
5,120000,26.59,1248,74.0,5,500000,890
5,24000,19.62,1998,192.0,5,2575000,54
4,35000,21.4,1197,83.1,5,600000,364
11,87743,19.7,796,46.3,5,150000,778
5,51630,25.32,1198,77.0,6,245000,27
7,43000,15.1,2179,140.0,7,725000,330
7,82000,12.99,2494,100.6,8,879000,545
11,50000,20.36,1197,78.9,5,210000,410
5,100000,14.1,2179,153.86,7,750000,100
2,12000,23.84,1199,84.0,5,470000,145
4,59170,16.5,1493,70.0,7,595000,211
11,41000,19.7,796,46.3,5,160000,778
1,10000,23.7,1493,98.6,5,1000000,58
6,50000,23.1,998,67.04,5,305000,237
3,32000,21.79,998,67.05,5,435000,717
11,80000,17.0,1197,80.0,5,250000,906
9,90000,20.0,1399,68.0,5,150000,271
7,82001,15.1,2179,140.0,7,755000,330
7,33000,22.74,796,47.3,5,237000,778
4,35000,18.6,1197,81.83,5,625000,906
6,80000,19.0,1197,85.8,5,325000,890
5,35000,18.9,1197,82.0,5,420000,580
7,63407,20.0,1399,68.05,5,440000,271
3,27300,15.1,2179,152.87,7,1605000,330
9,68000,15.96,2523,62.1,7,400000,211
3,50000,15.1,2179,152.87,7,1350000,330
3,32000,24.7,796,47.3,5,280000,778
4,25000,17.5,1373,91.1,7,630000,343
6,5000,25.17,799,53.3,5,250000,306
8,52000,20.36,1197,78.9,5,235000,410
10,36000,15.6,1196,70.0,5,185000,271
9,53000,21.5,1197,81.8,5,275000,717
4,29000,18.9,1197,81.86,5,467000,580
5,60000,19.67,1582,126.2,5,975000,336
3,21000,18.9,1197,81.86,5,580000,580
7,71377,22.07,1199,73.9,5,365000,373
2,21000,25.6,1498,97.9,5,1050000,757
1,5000,17.4,1197,81.86,5,730000,906
5,15000,24.7,796,47.3,5,289000,778
6,60000,13.0,2982,168.5,7,1600000,187
6,37564,18.9,998,67.1,5,330000,717
6,50000,22.74,796,47.3,5,250000,778
4,34250,17.5,1199,88.7,5,825000,101
5,29200,27.28,1047,69.0,5,320000,145
4,44316,17.0,1497,118.0,5,740000,757
13,90000,12.8,2494,102.0,8,695000,545
4,39000,18.6,1197,81.83,5,595000,906
9,120000,19.3,1248,73.9,5,450000,890
5,55000,22.9,1248,74.0,5,451000,781
6,30000,20.51,998,67.04,5,330000,717
2,15000,22.77,1498,98.59,5,875000,374
10,30000,19.7,796,46.3,5,150000,778
12,15000,12.05,1995,154.0,5,750000,152
11,115000,11.5,2982,171.0,7,775000,187
14,70000,18.9,1061,67.0,5,80000,717
4,8000,20.89,1197,81.8,5,420000,73
6,66000,25.8,1498,98.6,5,415000,362
4,33800,28.4,1248,74.02,5,580000,890
6,38000,23.95,998,67.05,5,260000,778
5,40000,23.01,999,67.0,5,255000,306
6,32000,20.51,998,67.04,5,320000,717
3,25000,18.6,1197,81.83,5,645000,906
8,120000,15.15,2967,240.0,5,5000000,16
5,35000,23.84,1199,84.0,5,300000,145
9,40000,18.6,1197,85.8,5,320000,781
6,36668,22.74,796,47.3,5,270000,778
5,60000,27.28,1047,69.0,5,400000,145
8,60000,22.9,1248,74.0,5,360000,781
4,70000,25.8,1498,98.6,5,450000,362
5,35000,25.32,1198,77.0,6,700000,66
4,19000,14.24,2755,174.5,7,2950000,187
9,50000,20.85,1197,83.14,5,400000,890
6,50000,28.4,1248,74.0,5,475000,781
6,25000,13.24,1598,102.57,5,450000,218
3,35000,21.4,1197,83.1,5,540000,364
6,80000,18.6,1197,81.83,5,425000,906
5,50000,27.39,1248,74.0,5,725000,364
3,20000,20.89,1197,81.8,5,520000,73
6,52000,26.59,1248,74.0,5,449000,890
7,35000,23.1,998,67.04,5,350000,237
4,70000,21.38,1396,88.7,5,850000,336
5,20000,22.74,796,47.3,5,235000,778
4,15000,24.3,1248,88.5,5,740000,295
7,35000,17.01,1591,121.3,5,550000,492
6,61879,20.0,1399,68.05,5,450000,271
4,40000,17.8,1497,117.3,5,649000,757
5,50000,19.02,1198,67.05,7,310000,85
5,130000,19.87,1461,83.8,5,595000,218
8,55000,15.1,2179,140.0,7,749000,330
3,110000,22.0,1582,126.2,5,900000,492
1,7120,18.6,1197,81.86,5,690000,906
3,33500,15.96,2523,62.1,7,695000,211
2,12500,21.21,1197,81.8,5,611000,781
6,38000,19.87,1461,83.8,5,685000,218
6,102693,23.0,1498,98.96,5,550000,374
13,84915,17.3,1061,57.5,5,175000,717
5,32000,21.79,998,67.05,5,365000,717
3,11000,20.89,1197,81.8,5,550000,73
1,1001,17.41,1956,167.68,5,2000000,19
6,50000,22.74,796,47.3,5,210000,778
8,189000,13.0,2982,168.5,7,1400000,187
7,36976,19.2,1086,68.05,5,259000,410
9,92570,22.32,1582,126.32,5,450000,492
5,57000,15.4,2179,120.0,7,890000,273
2,20000,17.0,1956,138.1,5,1700000,21
3,24000,14.8,1497,121.36,5,970000,374
4,87000,17.19,1197,81.86,5,650000,906
4,40000,25.6,1498,97.9,5,990000,757
8,55000,12.0,2354,187.4,5,890000,3
7,120000,25.1,1498,98.6,5,500000,757
5,40000,16.0,2179,140.0,7,1150000,330
2,35000,17.8,1198,86.7,5,595000,362
11,63000,16.07,1995,181.0,5,750000,152
3,42000,24.4,1498,98.63,5,650000,33
4,9000,23.84,1199,84.0,5,410000,145
4,80000,24.3,1248,88.5,5,600000,295
4,47000,22.54,1396,88.73,5,600000,906
4,65000,21.19,1396,88.73,5,650000,906
10,70000,17.05,1995,184.0,5,1000000,54
8,41000,22.32,1582,126.32,5,430000,492
4,29000,14.24,2755,174.5,7,2550000,187
6,32900,20.85,1197,83.14,5,560000,890
4,20260,22.5,999,67.0,5,245000,75
4,22815,16.47,1198,74.0,5,625000,373
8,123000,16.47,1198,73.9,5,230000,373
10,40258,19.81,1086,68.05,5,230000,410
2,16000,23.84,1199,83.83,5,500000,145
6,65000,15.1,2179,140.0,7,750000,330
4,33000,13.68,2393,147.51,8,1725000,545
5,11650,19.44,1198,67.0,7,450000,85
10,100000,20.54,1598,103.6,5,310000,247
3,33000,17.2,1969,235.0,7,5499000,4
1,5000,21.21,1197,81.8,5,620000,781
10,87645,11.5,2982,171.0,7,1050000,187
6,50000,25.2,1248,74.0,5,450000,781
6,64000,17.01,1582,126.2,5,695000,336
4,19000,21.21,1197,81.8,5,650000,890
6,74995,17.4,1497,117.3,5,640000,757
6,65859,15.4,2179,120.0,7,975000,273
8,75000,20.51,998,67.04,5,300000,717
11,50000,16.2,1493,110.0,5,199000,492
6,55000,23.0,1498,98.96,5,450000,374
5,80000,26.59,1248,74.0,5,550000,890
4,20000,19.0,1199,88.7,5,625000,175
4,48000,17.19,1197,81.86,5,565000,906
7,52117,18.9,1197,82.0,5,380000,580
8,57617,20.0,1399,68.1,5,200000,271
2,590000,14.24,2755,174.5,7,2850000,187
5,21000,17.01,1582,126.2,5,1100000,336
14,53000,18.9,998,67.1,5,130000,717
3,70000,14.24,2755,174.5,7,2600000,187
6,36490,21.7,1498,98.96,5,525000,374
5,15000,18.9,1197,82.0,5,425000,580
2,30000,24.3,1248,88.5,5,850000,295
3,72000,21.63,998,67.04,5,470000,237
5,58000,20.62,1198,67.0,7,285000,85
7,120000,23.4,1248,74.0,5,380000,890
7,45000,17.8,1497,117.3,5,525000,757
3,20000,16.55,2498,105.0,6,900000,62
7,63000,19.81,1086,68.05,5,250000,410
3,17000,15.8,1591,121.3,5,1350000,336
4,15000,25.6,1498,97.9,5,1045000,757
9,135000,15.1,2179,140.0,7,525000,330
4,70000,24.3,1248,88.5,5,750000,295
7,75000,17.8,1248,75.0,5,470000,781
4,25000,21.21,1197,81.8,5,650000,890
6,60000,26.59,1248,74.0,5,495000,890
1,5000,17.5,1199,88.7,5,924000,101
3,55000,24.7,796,47.3,5,230000,778
4,48900,16.0,2179,140.0,7,1125000,330
