vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,car_name_freq
5,52000,22.74,796,47.3,5,225000,778
6,62000,20.85,1197,83.14,5,595000,890
7,31000,18.9,1197,82.0,5,450000,580
4,28000,18.9,1197,82.0,5,511000,580
3,15000,24.7,796,47.3,5,310000,778
5,70000,22.74,796,47.3,5,250000,778
8,120000,20.36,1197,78.9,5,330000,410
5,75100,19.6,1461,108.45,5,730000,218
4,47000,17.21,1197,103.5,5,700000,373
11,64857,20.0,1399,68.0,5,155000,271
5,40000,18.16,1196,86.8,5,500000,65
12,59740,20.36,1197,78.9,5,230000,410
3,135000,11.36,2755,171.5,8,1800000,545
5,75815,20.14,1498,88.5,5,590000,373
9,72000,28.4,1248,74.0,5,360000,781
3,90000,21.5,1497,108.5,5,850000,85
3,40000,22.0,1582,126.2,5,975000,492
6,19010,23.1,998,67.04,5,431000,237
8,100000,15.1,2179,140.0,7,700000,330
3,31834,24.0,1186,73.97,5,598000,580
4,32388,21.63,998,67.04,5,470000,237
5,50000,25.17,799,53.3,5,252000,306
13,110000,18.1,1493,110.0,5,230000,492
2,5400,16.8,1353,138.0,5,1790000,28
8,120000,20.0,1399,68.1,5,250000,271
5,110000,24.3,1248,88.5,5,800000,295
4,15000,25.32,1198,77.0,5,570000,27
6,75000,23.0,1396,90.0,5,520000,906
1,1001,23.0,999,67.0,5,425000,75
4,52000,28.09,1248,88.5,5,725000,346
4,66000,13.0,1591,121.3,5,1199000,336
6,78389,24.0,1120,70.0,5,540000,580
6,64000,22.54,1396,88.73,5,660000,906
2,20000,18.6,1197,81.86,5,630000,906
1,22200,28.4,1248,74.02,5,790000,890
6,82000,27.3,1498,98.6,5,475000,175
2,8345,19.0,1199,88.76,5,750000,362
8,54000,22.9,1248,74.0,5,450000,781
4,37903,18.9,1197,81.86,5,643000,580
6,71500,23.1,998,67.04,5,295000,237
6,72000,26.59,1248,74.0,5,695000,890
5,5000,24.0,1120,70.0,5,535000,580
8,80000,19.87,1461,83.8,5,450000,218
8,83500,15.11,1598,103.6,5,465000,373
8,30000,21.9,1396,90.0,5,400000,906
9,15000,18.06,2523,63.0,7,153000,62
5,21689,18.9,1197,82.0,5,600000,580
3,13300,22.0,1197,81.8,5,650000,781
2,20000,23.84,1199,83.83,5,540000,145
13,50000,20.36,1197,78.9,5,175000,410
6,72000,22.54,1396,88.73,5,625000,906
2,20000,17.4,1497,117.6,5,1075000,757
11,48216,20.36,1197,78.9,5,350000,410
6,115958,22.32,1582,126.3,5,550000,492
9,36000,19.81,1086,68.05,5,215000,410
2,6258,17.4,1197,81.86,5,775000,906
6,120000,20.0,1399,68.05,5,360000,271
4,25000,20.14,1498,88.0,5,750000,373
4,80000,19.87,1461,83.8,5,730000,218
8,62000,21.9,1396,88.76,5,435000,906
9,138489,15.1,2179,140.0,7,500000,330
4,21000,20.4,1197,83.11,5,495000,781
5,30000,25.32,1198,77.0,6,350000,66
13,85000,17.8,1248,75.0,5,275000,781
12,15000,13.6,2523,63.0,7,350000,211
7,80000,23.95,998,67.05,5,270000,778
4,64500,24.3,1248,88.5,5,850000,295
11,171289,20.36,1197,78.9,5,230000,410
7,110000,15.1,2179,140.0,7,750000,330
5,23243,21.4,1197,83.1,5,687000,364
11,69000,20.36,1197,78.9,5,300000,410
3,8600,17.4,1497,117.6,5,970000,757
6,30000,28.09,1248,88.5,5,750000,346
12,56700,20.36,1197,78.9,5,245000,410
3,8000,24.04,999,67.0,5,430000,306
3,18000,28.4,1248,74.02,5,775000,890
2,9000,17.19,1197,81.86,5,675000,906
5,64300,24.0,1120,70.0,5,425000,580
6,68297,25.2,1248,74.0,5,650000,781
3,25000,17.4,1497,117.6,5,1050000,757
10,41600,16.2,1599,103.2,5,459000,492
2,14000,21.21,1197,81.8,5,690000,781
2,20000,17.0,1956,138.1,5,1500000,21
4,14000,13.68,2393,147.51,7,2200000,545
4,35000,24.7,796,47.3,5,290000,778
6,62400,18.9,998,67.1,5,370000,717
12,39054,19.81,1086,68.05,5,250000,410
4,21444,24.7,796,47.3,5,311000,778
3,42000,17.1,1956,170.0,5,1700000,39
7,65436,15.1,2179,140.0,7,900000,330
14,76600,10.5,2179,120.0,7,375000,273
9,140000,22.9,1248,74.0,5,340000,781
13,132838,12.8,2494,102.0,8,400000,545
7,50000,23.4,1248,74.0,5,490000,890
4,14000,21.5,1197,81.8,5,445000,717
4,20000,17.5,1199,88.7,5,850000,101
1,1780,20.3,1086,68.07,5,520000,139
9,123000,22.9,1248,74.0,5,475000,781
5,38156,19.81,1086,68.05,5,463000,410
4,10000,23.01,999,67.0,5,400000,306
6,21000,20.36,1197,78.9,5,365000,410
8,67379,22.9,1248,74.0,5,380000,781
3,11000,17.8,1198,86.7,5,690000,362
4,24000,18.9,1197,82.0,5,499000,580
5,73575,18.6,1197,81.83,5,450000,906
3,40000,17.5,1373,91.1,7,650000,343
3,19000,17.5,1199,88.7,5,835000,101
3,25000,18.0,1497,117.6,5,940000,757
6,80000,24.0,1120,70.0,5,520000,580
8,59000,15.96,2523,62.1,7,651000,211
10,110000,14.42,1995,147.6,5,1100000,3
7,150000,15.1,2179,140.0,7,725000,330
4,10000,14.3,1598,103.52,5,1120000,182
5,72000,27.39,1248,74.0,5,675000,364
10,75000,17.2,1968,138.1,5,725000,93
7,75000,22.54,1396,88.73,5,530000,906
13,185000,12.8,2494,102.0,7,710000,545
9,72200,21.9,1396,90.0,5,465000,906
6,70000,15.1,2179,140.0,7,800000,330
6,18745,18.6,1197,81.83,5,535000,906
4,120000,22.77,1498,98.59,5,680000,374
6,20365,20.51,998,67.0,5,400000,717
2,20000,19.5,1199,88.76,5,615000,362
7,36001,25.8,1498,98.6,5,485000,362
3,25000,25.5,1498,98.6,5,900000,101
4,45400,18.88,999,123.24,5,700000,374
11,94000,16.0,2179,140.0,7,695000,330
6,84000,18.25,1968,187.74,5,1950000,99
9,85000,18.48,1995,177.0,5,1525000,118
5,65000,17.8,1497,117.3,5,700000,757
9,153000,23.4,1248,74.0,5,380000,890
2,40000,16.36,2179,120.0,7,1200000,273
5,48000,15.4,1997,120.0,7,990000,273
9,40000,22.9,1248,74.0,5,400000,781
5,100000,18.9,1197,82.0,5,430000,580
4,24000,25.83,1498,99.0,5,690000,65
7,15408,18.9,1197,81.86,5,470000,580
6,39800,18.7,1199,88.7,5,585000,175
4,45138,22.5,999,67.0,5,322000,75
3,60000,14.24,2755,174.5,7,2700000,187
4,63000,21.38,1396,88.7,5,1100000,336
4,91795,13.5,1999,177.0,5,2950000,4
8,56000,19.1,1197,85.8,5,430000,890
4,19000,18.9,1197,82.0,5,560000,580
7,85000,23.4,1248,74.0,5,595000,890
3,50000,28.4,1248,74.0,5,793000,781
2,40000,22.54,1396,88.76,5,725000,906
3,42000,23.84,1199,84.0,5,520000,145
3,45906,17.3,1497,121.0,7,1200000,24
4,39000,18.6,1197,81.83,5,570000,906
4,70000,20.85,1197,83.14,5,475000,890
3,30000,17.0,1198,108.5,5,750000,85
5,29456,17.5,1197,85.8,5,550000,890
3,33000,17.5,1199,88.7,5,825000,101
15,120000,13.6,2523,63.0,7,300000,211
8,60343,19.0,1086,68.1,5,403000,410
6,192000,12.99,2494,100.6,8,1225000,545
6,89000,19.3,1968,141.0,5,1295000,59
8,122000,11.1,2400,200.0,7,2450000,7
3,25000,20.89,1197,81.8,5,580000,73
4,50000,20.51,998,67.04,5,380000,717
4,70000,28.4,1248,74.02,5,690000,890
10,74000,13.45,1086,62.1,5,250000,139
9,68000,21.9,1396,88.8,5,370000,906
13,105379,26.6,998,58.16,5,219000,717
8,50000,21.9,1396,88.8,5,420000,906
11,115000,17.0,1497,118.0,5,375000,757
6,80000,26.0,1498,98.6,5,675000,757
7,80000,17.1,1591,121.4,5,630000,492
5,60000,11.36,2755,171.5,7,1800000,545
3,36000,18.9,1197,82.0,5,540000,580
2,51000,21.38,1396,88.7,5,1150000,336
6,19000,20.71,799,53.26,5,335000,306
1,10000,18.6,1199,88.76,5,680000,362
6,83000,26.0,1498,98.6,5,675000,757
15,100000,19.7,796,46.3,5,62000,778
9,79000,19.7,796,46.3,5,200000,778
13,150000,11.57,2179,138.1,7,300000,100
3,33000,21.21,1498,103.2,5,925000,247
6,120000,25.1,1498,98.6,5,787000,757
2,11000,22.0,1197,81.8,5,700000,890
2,16780,21.01,1197,81.8,5,695000,364
2,5000,24.0,1186,73.97,5,590000,580
5,62156,25.8,1498,98.6,5,500000,362
3,30000,17.0,1591,121.3,5,850000,492
7,75000,23.0,1396,90.0,5,600000,906
6,17205,20.51,998,67.04,5,400000,717
9,83000,18.9,998,67.1,5,285000,717
7,50000,20.51,998,67.04,5,351000,717
2,7395,20.3,1086,68.0,5,480000,139
3,10000,21.63,998,67.0,5,510000,237
5,60150,21.01,1197,81.8,5,600000,364
4,50000,28.4,1248,74.0,5,680000,781
14,120000,13.6,2523,63.0,8,190000,211
7,40000,15.8,1499,110.0,5,500000,374
7,67500,22.32,1582,126.32,5,685000,492
4,35000,18.9,1197,81.86,5,510000,580
6,178000,25.2,1248,74.0,5,530000,781
5,50000,26.59,1248,74.0,5,600000,890
7,64000,22.54,1396,88.73,5,540000,906
16,90000,14.0,1061,64.0,5,115000,717
8,80000,15.64,1798,167.62,5,1485000,99
7,99000,25.1,1498,98.6,5,649000,757
9,100000,22.32,1582,126.3,5,360000,492
3,52300,26.59,1248,74.0,5,660000,890
6,23121,23.1,998,67.04,5,461000,237
8,52438,16.9,1497,100.0,5,420000,757
4,27265,23.95,998,67.1,5,371000,778
4,120000,19.0,1197,85.8,5,525000,890
3,2000,20.51,998,67.06,5,450000,717
12,38000,17.5,1197,85.8,5,249000,890
4,23701,24.7,796,47.3,5,312000,778
3,53861,23.0,1396,90.0,5,832000,906
13,85753,18.1,1493,110.0,5,250000,492
4,31734,18.9,1197,81.86,5,578000,580
6,70000,28.09,1248,88.5,5,475000,346
8,58000,24.0,1120,70.0,5,399000,580
4,41275,13.0,1591,121.3,5,1150000,336
1,4500,21.7,998,67.0,5,550000,13
2,19000,17.8,1496,105.5,5,1042000,17
10,50000,20.92,998,67.1,5,230000,778
3,29000,23.01,999,67.0,5,370000,306
8,113566,22.07,1199,73.9,5,415000,373
2,12000,25.6,1498,97.9,5,1080000,757
3,9000,12.9,2755,174.5,7,3400000,187
6,38700,18.9,998,67.1,5,375000,717
9,92000,22.07,1199,73.9,5,385000,373
2,10700,17.0,1198,108.5,5,920000,85
6,84000,17.4,1497,117.3,5,675000,757
9,72422,15.37,1196,73.0,7,290000,125
8,126000,12.99,2494,100.0,8,800000,545
3,23000,15.1,2179,155.0,7,1600000,330
14,60235,19.7,796,46.3,5,100000,778
11,110000,19.3,1248,73.9,5,280000,890
10,76325,12.8,2494,102.0,7,560000,545
9,32000,19.81,1086,68.05,5,290000,410
3,105000,24.3,1248,88.5,5,825000,295
6,99000,19.3,1968,141.0,5,1399000,59
12,48001,18.9,998,67.1,5,219000,717
4,50000,24.0,1186,73.97,5,425000,580
5,16000,17.68,1968,174.33,5,3300000,64
4,35000,21.5,1497,108.5,5,900000,85
5,50000,18.6,1197,81.83,5,585000,906
5,70000,22.54,1396,88.73,5,610000,906
8,35000,18.9,998,67.1,5,250000,717
6,40569,18.7,1199,88.7,5,495000,175
2,90000,15.4,2523,75.0,7,800000,273
5,110000,17.01,1582,126.2,5,1050000,336
4,60881,27.39,1248,74.0,5,730000,364
5,32736,23.01,999,67.0,5,310000,306
9,72500,20.5,1598,103.5,5,295000,182
8,275000,22.9,1248,74.0,5,400000,781
7,35001,17.4,1497,117.3,5,675000,757
5,15000,15.37,1196,73.0,5,350000,125
3,59000,15.37,1196,73.0,7,360000,125
7,151315,24.0,1120,70.0,5,300000,580
4,61000,24.3,1248,88.5,5,841000,295
10,38000,16.55,1968,140.0,5,1500000,99
13,80000,20.36,1197,78.9,5,150000,410
11,56000,20.36,1197,78.9,5,375000,410
4,60000,23.01,999,67.0,5,350000,306
8,180000,22.74,796,47.3,5,180000,778
11,49011,17.0,1197,80.0,5,385000,906
7,48000,20.0,1399,68.05,5,450000,271
9,68000,22.9,1248,74.0,5,390000,781
6,105610,22.74,796,47.3,5,250000,778
4,70000,16.5,1493,70.0,7,650000,211
12,113343,18.9,1061,67.0,5,178000,717
12,64495,16.07,1995,181.0,5,850000,152
7,49000,23.1,998,67.04,5,335000,237
5,63669,18.6,1197,81.83,5,645000,906
11,199900,13.6,2523,63.0,7,350000,211
10,103000,12.4,1998,132.0,8,1080000,545
4,38860,16.55,2498,105.0,6,875000,62
3,8000,18.6,1197,81.83,5,775000,906
3,6500,21.21,1197,81.8,5,725000,890
7,90000,18.9,1197,82.0,5,300000,580
3,68000,24.7,1498,98.63,5,540000,362
2,31000,18.16,1196,86.8,5,525000,271
5,84000,18.2,1199,88.7,5,565000,175
4,60852,19.3,1248,73.9,5,725000,890
9,76800,22.32,1582,126.3,5,450000,492
6,29751,18.9,1197,82.0,5,512000,580
2,40000,21.79,998,67.05,5,450000,717
7,21800,15.6,1598,120.7,5,2000000,17
4,48001,21.38,1396,88.7,5,1025000,336
4,55000,25.2,1248,74.0,5,545000,781
11,68176,20.0,1399,68.05,5,275000,271
1,2000,21.7,998,67.0,5,450000,13
2,40000,19.39,1461,108.0,5,1200000,8
5,40000,18.6,1197,81.83,5,500000,906
11,51060,20.0,1399,68.0,5,280000,271
3,20000,19.67,1582,126.2,5,1100000,336
6,159000,19.01,1461,108.45,5,625000,218
2,32000,18.69,1462,103.0,7,975000,343
5,10000,20.51,998,67.04,5,400000,717
4,54000,17.1,1956,170.0,5,1500000,39
6,110000,24.0,1120,70.0,5,380000,580
3,37000,17.01,1591,121.3,5,990000,492
5,54701,23.01,999,67.0,5,260000,306
11,70000,19.7,796,46.3,5,135000,778
9,87500,15.1,2179,140.0,7,600000,330
3,70000,28.4,1248,74.02,5,800000,890
7,49000,19.01,1461,108.45,5,550000,218
4,70000,25.5,1498,98.6,5,760000,101
10,111000,23.0,1396,90.0,5,399000,906
12,11638,20.35,1197,81.86,5,300000,906
2,9605,20.52,1197,81.8,5,500000,717
5,58000,23.01,999,67.0,5,345000,306
3,22000,18.15,1198,82.0,6,450000,27
1,20000,17.3,1497,121.0,7,950000,24
3,70000,22.1,1396,88.7,5,998000,336
1,30000,19.56,1197,81.8,5,890000,364
5,146000,18.78,1198,74.0,5,350000,373
4,40000,24.29,1498,99.0,5,580000,271
5,30000,18.9,1197,82.0,5,550000,580
3,30000,17.8,1496,105.5,5,1300000,17
4,28000,17.0,1591,121.3,5,1090000,492
10,90000,16.07,1995,181.0,5,895000,152
14,110000,13.6,2523,63.0,7,250000,211
6,27000,15.63,1499,110.4,5,750000,374
6,40000,18.0,1198,86.7,5,450000,362
11,60000,19.3,1248,73.9,5,310000,890
6,27452,18.6,1197,81.83,5,540000,906
8,75000,15.96,2523,62.1,7,521000,211
6,18604,22.74,796,47.3,5,310000,778
3,48000,24.3,1248,88.5,5,855000,295
6,36000,18.06,2523,63.0,7,725000,62
6,87020,21.21,1197,81.8,5,550000,781
11,95000,11.79,2179,120.0,8,500000,273
8,170000,12.99,2494,100.6,7,700000,545
9,32103,20.92,998,67.1,5,245000,778
11,72240,17.0,1197,80.0,5,350000,906
10,66000,20.36,1197,78.9,5,285000,410
4,90000,25.83,1498,99.0,5,530000,65
8,82000,19.3,1248,73.9,5,489000,890
5,123000,19.64,1461,108.45,5,650000,218
7,75000,22.54,1396,88.73,5,499000,906
9,72000,16.47,1198,73.9,5,311000,373
11,50000,16.95,1197,78.9,5,350000,410
4,30000,15.04,2755,174.5,7,3300000,187
8,55500,15.2,1968,140.8,5,1500000,99
5,100000,13.68,2393,147.8,8,1600000,545
4,32000,28.4,1248,74.02,5,785000,890
3,18000,21.21,1197,81.8,5,750000,890
5,15000,15.37,1196,73.0,7,350000,125
7,40000,18.6,1197,81.83,5,460000,906
2,11972,18.6,1197,81.83,5,635000,906
9,212000,11.79,2179,120.0,8,450000,273
4,56000,26.59,1248,74.0,5,651000,890
7,95094,24.0,1120,70.0,5,395000,580
11,74000,28.4,1248,74.0,5,340000,781
4,48300,28.4,1248,74.02,5,350000,890
10,95000,13.6,2523,63.0,7,330000,211
6,30000,20.45,1461,83.8,5,800000,218
2,25000,15.37,1196,73.0,5,370000,125
8,105000,19.1,1197,85.8,5,400000,890
9,90000,20.0,1399,68.0,5,280000,271
6,50000,22.27,1498,108.6,5,550000,247
8,56000,19.3,1248,73.9,5,520000,890
5,110000,26.59,1248,74.0,5,535000,890
6,50000,20.4,1197,81.8,5,450000,781
5,25000,23.95,998,67.05,5,415000,778
5,46858,19.0,1199,88.7,5,725000,175
12,80000,13.93,2179,138.0,7,265000,100
6,67300,15.85,1499,110.4,5,600000,374
8,65000,24.0,1120,70.0,5,348000,580
3,48000,21.21,1197,81.8,5,765000,890
7,36658,23.4,1248,74.0,5,590000,890
5,14000,18.0,1497,117.3,5,850000,757
9,57400,16.8,1493,110.0,5,525000,492
5,90000,20.4,1197,81.8,5,500000,781
2,32895,22.05,796,47.3,5,300000,778
7,120000,12.99,2494,100.6,7,925000,545
7,16000,25.2,1248,74.0,5,500000,781
11,35966,17.5,1298,85.8,5,260000,890
4,50000,19.87,1461,83.8,5,750000,218
4,27240,17.19,1197,81.86,5,642000,906
7,45075,22.74,796,47.3,5,255000,778
3,7300,25.17,799,53.3,5,330000,306
5,40000,17.19,1197,81.86,5,500000,906
8,150000,12.8,2494,102.0,8,1190000,545
9,70000,22.07,1199,73.9,5,425000,373
8,158000,14.0,2179,138.1,7,470000,100
5,80000,16.0,2179,140.0,7,1050000,330
9,147550,13.0,2982,168.5,7,1400000,187
8,80000,19.01,1461,108.45,5,550000,218
6,38000,13.5,2967,240.0,5,6300000,16
5,46000,11.36,2755,171.5,7,1550000,545
5,15000,22.74,796,47.3,5,295000,778
12,107742,11.0,2987,198.5,5,1175000,125
4,58446,15.4,2179,120.0,7,900000,273
7,68000,25.1,1498,98.6,5,645000,757
4,41000,23.9,1582,126.2,5,835000,492
3,20000,22.7,799,53.64,5,425000,75
2,35000,15.96,2523,63.0,9,870000,211
9,36834,20.36,1197,78.9,5,365000,410
6,25000,11.8,2967,246.7,5,5500000,6
11,70000,20.36,1197,78.9,5,225000,410
5,48000,18.9,998,67.1,5,425000,717
7,60000,22.54,1396,88.73,5,450000,906
3,100000,22.1,1396,88.7,5,890000,336
7,90000,20.45,1461,83.8,5,450000,218
4,57000,28.09,1248,88.5,5,720000,346
7,70000,18.6,1197,85.8,5,370000,781
7,100000,24.8,1396,88.7,5,700000,492
4,110000,21.4,1197,83.1,5,550000,364
7,100000,12.99,2494,100.6,7,1011000,545
3,120000,12.4,2499,134.0,5,1200000,7
7,69264,21.21,1498,103.2,5,480000,247
5,35000,18.53,1968,187.74,5,3000000,64
11,50000,19.3,1248,73.9,5,300000,890
6,35000,15.1,2179,140.0,7,1100000,330
5,120000,15.96,2523,62.1,9,600000,211
12,85281,18.9,998,67.1,5,210000,717
2,13989,16.5,1799,139.46,5,2150000,59
8,75486,28.4,1248,74.0,5,455000,781
4,39000,22.77,1498,98.59,5,835000,374
9,50000,17.0,1197,80.0,5,435000,906
6,62000,17.8,1497,117.3,5,650000,757
5,41000,20.85,1197,83.14,5,665000,890
11,102272,12.05,2179,120.0,8,520000,273
13,84903,19.3,1248,73.9,5,340000,890
11,200000,12.99,2494,100.6,7,650000,545
5,62000,22.74,796,47.3,5,295000,778
6,190000,26.59,1248,74.0,5,500000,890
1,2200,15.1,2179,152.87,7,1475000,330
1,14000,20.7,1197,81.86,5,690000,580
9,60002,16.2,1493,110.0,5,550000,492
2,30000,25.47,1248,88.5,7,1000000,343
0,5000,20.89,1197,81.8,5,550000,73
5,21986,18.9,1197,82.0,5,560000,580
6,23787,18.9,1197,82.0,5,515000,580
5,46000,18.6,1197,81.83,5,550000,906
5,129000,17.8,1497,117.3,5,725000,757
9,90000,16.73,2993,218.0,5,1650000,118
5,28000,18.0,1497,117.3,5,850000,757
9,100000,19.3,1248,73.9,5,371000,890
5,69000,20.14,1498,88.7,5,695000,373
10,40000,20.36,1197,78.9,5,350000,410
3,65000,10.91,3198,197.0,7,3100000,47
13,90000,17.92,1086,62.1,5,160000,139
10,61000,14.74,2993,270.9,5,1690000,52
14,106000,17.8,1248,75.0,5,299000,781
7,45354,22.32,1582,126.32,5,600000,492
4,20000,16.55,2498,105.0,6,870000,62
6,78000,18.0,1497,117.3,5,895000,757
13,92000,17.8,1248,75.0,5,290000,781
3,30000,25.17,799,53.3,5,350000,306
5,70038,19.81,1086,68.05,5,420000,410
5,125000,13.68,2393,147.51,8,1625000,545
4,57000,18.6,1197,81.86,5,690000,906
6,200000,12.99,2494,100.6,8,850000,545
6,49728,20.34,1498,103.2,5,625000,247
3,30000,23.95,998,67.05,5,350000,778
6,25000,19.81,1086,68.05,5,385000,410
10,133000,12.99,2494,100.6,7,545000,545
7,50000,14.6,998,61.6,5,350000,717
5,35000,18.16,1196,86.8,5,595000,271
3,32000,19.0,1199,88.7,5,750000,175
6,75129,17.4,1497,117.3,5,640000,757
5,66000,26.0,1498,98.6,5,785000,757
5,27965,18.6,1197,81.83,5,625000,906
7,70000,25.2,1248,74.0,5,350000,781
4,53400,20.0,1399,68.0,5,550000,271
6,49162,22.0,1197,81.8,5,495000,890
8,200000,23.4,1248,74.0,5,370000,890
2,8664,20.89,1197,81.8,5,630000,73
3,30000,19.83,1198,67.0,7,410000,85
5,110000,25.2,1248,74.0,5,650000,781
5,43000,16.47,1198,73.9,5,550000,373
2,5800,21.01,1197,81.8,5,685000,364
6,90000,22.54,1396,88.73,5,625000,906
6,145953,20.45,1461,83.8,5,650000,218
1,1200,22.0,999,67.0,5,450000,306
6,120000,15.4,1997,120.0,7,1020000,273
4,97000,25.8,1498,98.6,5,460000,362
9,100000,22.9,1248,74.0,5,425000,781
6,79304,16.0,2179,140.0,7,985000,330
6,53000,26.59,1248,74.0,5,645000,890
4,62000,16.0,1997,140.0,7,1375000,330
9,69254,20.92,998,67.1,5,230000,778
8,120000,12.0,2987,224.0,7,3575000,36
3,58001,16.0,1198,90.0,5,600000,175
4,40000,17.0,1197,81.86,5,410000,580
4,40000,22.5,999,67.0,5,260000,75
10,105000,20.54,1598,103.6,5,395000,247
3,22000,17.5,1199,88.7,5,750000,101
8,70000,28.4,1248,74.0,5,490000,781
9,120000,20.54,1598,103.6,5,300000,247
8,42000,12.99,2494,100.6,8,850000,545
2,23296,27.28,1047,69.0,5,575000,145
4,10000,23.9,1582,126.32,5,1000000,492
7,102000,20.34,1498,103.2,5,550000,247
11,50000,19.7,796,46.3,5,250000,778
8,15000,18.88,1995,184.0,5,1900000,152
10,8000,17.01,1591,121.3,5,550000,492
11,39290,23.95,998,67.05,5,240000,778
8,71239,22.74,796,47.3,5,260000,778
3,24000,21.13,1498,108.6,5,950000,182
6,55000,20.77,1248,88.76,7,735000,343
3,32000,18.6,1197,81.83,5,650000,906
11,150000,13.93,2179,138.0,7,350000,100
9,64705,16.55,1968,147.51,5,1350000,99
5,51930,21.66,1498,103.52,5,795000,182
12,42000,19.81,1086,68.05,5,180000,410
5,16500,19.81,1086,68.05,5,465000,410
1,5000,22.05,796,47.3,5,300000,778
7,100000,22.54,1396,88.73,5,550000,906
11,70000,10.8,1984,132.0,5,1200000,99
3,40000,23.1,998,67.04,5,350000,237
4,80000,23.95,998,67.05,5,300000,778
4,5200,22.48,1995,187.74,5,5350000,118
4,60000,24.0,1186,73.97,5,650000,580
6,40000,20.0,1399,68.05,5,450000,271
3,19000,20.89,1197,81.8,5,625000,73
5,50000,25.83,1498,99.0,5,450000,271
6,36977,20.36,1197,78.9,5,422000,410
5,52000,24.3,1248,88.5,5,900000,295
7,80000,26.0,1498,98.6,5,450000,757
5,45000,17.01,1582,126.2,5,1170000,336
7,111056,20.14,1498,88.8,5,430000,373
11,54886,20.36,1197,78.9,5,250000,410
3,17000,17.5,1199,88.7,5,900000,101
4,49000,18.9,1197,82.0,5,510000,580
5,59434,21.01,1197,81.8,5,599000,364
4,56145,28.4,1248,74.0,5,659000,781
9,76950,21.9,1396,90.0,5,450000,906
9,110000,22.9,1248,74.0,5,320000,781
10,35000,18.9,998,67.1,5,315000,717
5,80000,28.09,1248,88.5,5,650000,346
4,24500,14.84,2143,170.0,5,2950000,118
8,79345,22.32,1582,126.32,5,550000,492
6,77482,26.59,1248,74.0,5,552000,890
16,50000,19.7,796,46.3,5,70000,778
3,12400,21.21,1197,81.8,5,690000,890
3,10000,23.95,998,67.1,5,420000,778
2,18000,18.78,999,75.0,5,700000,373
5,40000,20.68,1995,188.0,5,2900000,54
9,65253,20.36,1197,78.9,5,380000,410
5,85000,26.21,1248,88.5,5,650000,346
7,65000,26.0,1498,98.6,5,550000,757
7,65321,17.21,1197,103.6,5,575000,373
7,127731,20.77,1248,88.8,7,665000,343
3,58363,21.38,1396,88.7,5,1250000,336
6,76400,25.2,1248,74.0,5,575000,781
6,61000,25.8,1498,98.6,5,515000,362
5,40000,22.74,796,47.3,5,280000,778
6,70000,25.8,1498,98.6,5,480000,362
12,105000,17.8,1248,75.0,5,240000,781
4,26000,24.3,1248,88.5,5,850000,295
5,80000,19.3,1248,73.9,5,600000,890
5,59000,16.0,2179,140.0,7,1500000,330
3,25000,17.8,1198,86.7,5,650000,362
5,62454,19.0,1197,85.8,5,334000,890
4,50000,15.4,1997,120.0,9,810000,273
4,71000,15.29,1591,121.3,5,899000,336
3,86516,18.6,1197,81.86,5,750000,906
9,94181,12.05,2179,120.0,8,600000,273
2,12000,17.0,1591,121.3,5,1150000,492
4,59518,26.8,1248,74.0,5,530000,73
13,100000,19.3,1248,73.9,5,225000,890
10,74000,22.32,1582,126.3,5,445000,492
9,80000,19.3,1248,73.9,5,384000,890
3,38000,24.0,1186,73.97,5,475000,580
4,55000,16.36,2179,140.0,7,1450000,273
9,67000,18.9,796,47.0,5,245000,778
6,67000,21.14,1498,103.52,5,675000,182
10,200000,12.8,2494,102.0,7,450000,545
5,150000,15.96,2523,63.0,9,500000,211
12,69000,21.79,998,67.05,5,250000,717
12,81000,12.9,1799,130.0,5,490000,59
4,56700,12.9,2755,174.5,7,3100000,187
9,76000,22.9,1248,74.0,5,440000,781
14,83000,19.7,796,46.3,5,110000,778
4,33200,18.6,1197,81.83,5,625000,906
8,73000,23.4,1248,74.0,5,580000,890
13,30000,17.92,1086,62.1,5,135000,139
3,29100,21.7,1498,98.96,5,1100000,374
12,120000,13.6,2523,63.0,7,300000,211
5,27000,19.67,1582,126.2,5,1199000,336
8,54278,15.1,2179,140.0,7,540000,330
5,80000,17.8,1497,117.3,5,650000,757
6,120000,26.6,998,58.16,5,333000,717
6,60000,28.09,1248,88.5,5,650000,346
8,65000,13.0,2143,201.1,5,2250000,125
13,94603,10.9,2497,215.0,5,650000,152
6,57000,22.74,796,47.3,5,285000,778
6,72000,21.27,1396,88.76,5,580000,906
8,40000,20.51,998,67.04,5,395000,717
9,120000,22.07,1199,73.9,5,300000,373
12,80000,15.0,1396,100.0,5,280000,906
2,20000,18.9,1197,81.86,5,550000,580
8,94000,22.7,1498,89.84,5,525000,374
3,5000,25.47,1248,88.5,7,957000,343
9,110000,20.77,1248,88.8,7,600000,343
11,82000,20.0,1399,68.0,5,211000,271
6,64000,15.8,1499,110.0,5,470000,374
3,5000,18.16,1196,86.8,5,680000,65
4,38966,17.0,1497,121.36,5,685000,374
3,50000,25.83,1498,99.0,5,650000,271
3,35000,25.32,1198,77.0,6,786000,27
4,50000,27.28,1047,69.0,5,450000,145
3,30000,17.0,1591,121.3,5,900000,492
7,90000,23.4,1248,74.0,5,450000,890
4,32000,27.39,1248,74.0,5,765000,364
5,92571,13.68,2393,147.8,7,1675000,545
